case	state	r_value	mass_mode	custom_mass_min_GeV	custom_mass_max_GeV	mDM_GeV	sigmav95_cm3_s	best_sigmav_cm3_s	best_alpha_sec	best_L_kpc	best_minus2loglike	lr_at_limit
onshell_4tau_r1p0	4tau	1.0	baseline-plus-edges	13.17	1000.0	2.4650000000e+01	1.2632518379e-21	3.3548042222e-22	1.0000000000e+00	1.9554920173e+00	6.6715684601e+01	3.8404791516e+00
onshell_4tau_r1p0	4tau	1.0	baseline-plus-edges	13.17	1000.0	3.4700000000e+01	1.1026473348e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401083501e+00
onshell_4tau_r1p0	4tau	1.0	baseline-plus-edges	13.17	1000.0	4.6130000000e+01	4.7997137361e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400887548e+00
onshell_4tau_r1p0	4tau	1.0	baseline-plus-edges	13.17	1000.0	6.4930000000e+01	7.4304084986e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401099285e+00
onshell_4tau_r1p0	4tau	1.0	baseline-plus-edges	13.17	1000.0	9.1390000000e+01	5.5629070053e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402523166e+00
onshell_4tau_r1p0	4tau	1.0	baseline-plus-edges	13.17	1000.0	1.2151000000e+02	1.5083777844e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402814778e+00
onshell_4tau_r1p0	4tau	1.0	baseline-plus-edges	13.17	1000.0	1.7102000000e+02	2.3998091593e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400556345e+00
onshell_4tau_r1p0	4tau	1.0	baseline-plus-edges	13.17	1000.0	2.2738000000e+02	1.5710331554e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402183449e+00
onshell_4tau_r1p0	4tau	1.0	baseline-plus-edges	13.17	1000.0	3.2003000000e+02	9.1854457284e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402092987e+00
onshell_4tau_r1p0	4tau	1.0	baseline-plus-edges	13.17	1000.0	4.5044000000e+02	3.0154795597e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402314871e+00
onshell_4tau_r1p0	4tau	1.0	baseline-plus-edges	13.17	1000.0	5.9888000000e+02	2.3631363701e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402203350e+00
onshell_4tau_r1p0	4tau	1.0	baseline-plus-edges	13.17	1000.0	8.4291000000e+02	3.5053306623e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400307904e+00
onshell_4tau_r1p0	4tau	1.0	baseline-plus-edges	13.17	1000.0	1.0000000000e+03	4.2203797178e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402038451e+00
onshell_2b2tau_r0p1	2b2tau	0.1	baseline-plus-edges	94.0	1000.0	9.4000000000e+01	3.9404985242e-25	6.3244169195e-26	1.0000000000e+00	1.8421540933e+00	7.0553564144e+01	3.8403262745e+00
onshell_2b2tau_r0p1	2b2tau	0.1	baseline-plus-edges	94.0	1000.0	1.2224000000e+02	4.8873406034e-25	8.0227964095e-26	1.0000000000e+00	1.8295066577e+00	7.0480284016e+01	3.8400033581e+00
onshell_2b2tau_r0p1	2b2tau	0.1	baseline-plus-edges	94.0	1000.0	1.7078000000e+02	2.9882867347e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8403069562e+00
onshell_2b2tau_r0p1	2b2tau	0.1	baseline-plus-edges	94.0	1000.0	2.3296000000e+02	1.6107326145e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401347526e+00
onshell_2b2tau_r0p1	2b2tau	0.1	baseline-plus-edges	94.0	1000.0	3.1778000000e+02	1.3850553065e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400486688e+00
onshell_2b2tau_r0p1	2b2tau	0.1	baseline-plus-edges	94.0	1000.0	4.4395000000e+02	1.6350372095e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400712206e+00
onshell_2b2tau_r0p1	2b2tau	0.1	baseline-plus-edges	94.0	1000.0	6.0559000000e+02	2.3062346178e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401848156e+00
onshell_2b2tau_r0p1	2b2tau	0.1	baseline-plus-edges	94.0	1000.0	8.4604000000e+02	3.7063202138e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402611377e+00
onshell_2b2tau_r0p1	2b2tau	0.1	baseline-plus-edges	94.0	1000.0	1.0000000000e+03	4.8473443113e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401490230e+00
onshell_2b2tau_r0p2	2b2tau	0.2	baseline-plus-edges	47.0	1000.0	4.7000000000e+01	1.8738525346e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402236427e+00
onshell_2b2tau_r0p2	2b2tau	0.2	baseline-plus-edges	47.0	1000.0	6.6010000000e+01	6.1096322644e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400642026e+00
onshell_2b2tau_r0p2	2b2tau	0.2	baseline-plus-edges	47.0	1000.0	8.9900000000e+01	2.5667774858e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401128546e+00
onshell_2b2tau_r0p2	2b2tau	0.2	baseline-plus-edges	47.0	1000.0	1.2244000000e+02	3.5987778840e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8403456763e+00
onshell_2b2tau_r0p2	2b2tau	0.2	baseline-plus-edges	47.0	1000.0	1.7197000000e+02	2.4419925854e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400864836e+00
onshell_2b2tau_r0p2	2b2tau	0.2	baseline-plus-edges	47.0	1000.0	2.3420000000e+02	1.7056937315e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401578526e+00
onshell_2b2tau_r0p2	2b2tau	0.2	baseline-plus-edges	47.0	1000.0	3.1894000000e+02	1.4861998778e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402374333e+00
onshell_2b2tau_r0p2	2b2tau	0.2	baseline-plus-edges	47.0	1000.0	4.4798000000e+02	1.6994991039e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402105007e+00
onshell_2b2tau_r0p2	2b2tau	0.2	baseline-plus-edges	47.0	1000.0	6.1008000000e+02	2.3625245609e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401628798e+00
onshell_2b2tau_r0p2	2b2tau	0.2	baseline-plus-edges	47.0	1000.0	8.3085000000e+02	3.5645330975e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401331022e+00
onshell_2b2tau_r0p2	2b2tau	0.2	baseline-plus-edges	47.0	1000.0	1.0000000000e+03	4.7410681800e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402559950e+00
onshell_2b2tau_r0p3	2b2tau	0.3	baseline-plus-edges	31.33	1000.0	3.1330000000e+01	3.3586877722e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402408626e+00
onshell_2b2tau_r0p3	2b2tau	0.3	baseline-plus-edges	31.33	1000.0	3.4800000000e+01	6.7135315597e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400963695e+00
onshell_2b2tau_r0p3	2b2tau	0.3	baseline-plus-edges	31.33	1000.0	4.7680000000e+01	3.6503721584e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401214140e+00
onshell_2b2tau_r0p3	2b2tau	0.3	baseline-plus-edges	31.33	1000.0	6.5320000000e+01	8.7625405745e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401264802e+00
onshell_2b2tau_r0p3	2b2tau	0.3	baseline-plus-edges	31.33	1000.0	8.9490000000e+01	2.0918685801e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400224077e+00
onshell_2b2tau_r0p3	2b2tau	0.3	baseline-plus-edges	31.33	1000.0	1.2260000000e+02	3.3439424785e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402233444e+00
onshell_2b2tau_r0p3	2b2tau	0.3	baseline-plus-edges	31.33	1000.0	1.6796000000e+02	2.6300942212e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400783283e+00
onshell_2b2tau_r0p3	2b2tau	0.3	baseline-plus-edges	31.33	1000.0	2.3011000000e+02	1.8618042526e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400344997e+00
onshell_2b2tau_r0p3	2b2tau	0.3	baseline-plus-edges	31.33	1000.0	3.2648000000e+02	1.5839722944e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400192810e+00
onshell_2b2tau_r0p3	2b2tau	0.3	baseline-plus-edges	31.33	1000.0	4.4729000000e+02	1.7812112447e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401179157e+00
onshell_2b2tau_r0p3	2b2tau	0.3	baseline-plus-edges	31.33	1000.0	6.1279000000e+02	2.4044717109e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400796702e+00
onshell_2b2tau_r0p3	2b2tau	0.3	baseline-plus-edges	31.33	1000.0	8.3954000000e+02	3.6484468898e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401014084e+00
onshell_2b2tau_r0p3	2b2tau	0.3	baseline-plus-edges	31.33	1000.0	1.0000000000e+03	4.8691309088e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400155966e+00
onshell_2b2tau_r0p4	2b2tau	0.4	baseline-plus-edges	23.5	1000.0	2.3500000000e+01	2.7788933937e-26	2.1750081838e-27	1.0000000000e+00	1.9718828151e+00	7.1417735497e+01	3.8401799256e+00
onshell_2b2tau_r0p4	2b2tau	0.4	baseline-plus-edges	23.5	1000.0	2.5350000000e+01	1.7427832647e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8403710325e+00
onshell_2b2tau_r0p4	2b2tau	0.4	baseline-plus-edges	23.5	1000.0	3.4320000000e+01	4.2390523929e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402103350e+00
onshell_2b2tau_r0p4	2b2tau	0.4	baseline-plus-edges	23.5	1000.0	4.8270000000e+01	5.0062558799e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400393801e+00
onshell_2b2tau_r0p4	2b2tau	0.4	baseline-plus-edges	23.5	1000.0	6.5360000000e+01	9.9113638625e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402520154e+00
onshell_2b2tau_r0p4	2b2tau	0.4	baseline-plus-edges	23.5	1000.0	8.8500000000e+01	2.3713365349e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402443463e+00
onshell_2b2tau_r0p4	2b2tau	0.4	baseline-plus-edges	23.5	1000.0	1.2446000000e+02	4.4604814701e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8403276403e+00
onshell_2b2tau_r0p4	2b2tau	0.4	baseline-plus-edges	23.5	1000.0	1.6853000000e+02	3.3320800898e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400491621e+00
onshell_2b2tau_r0p4	2b2tau	0.4	baseline-plus-edges	23.5	1000.0	2.3700000000e+02	2.0779323177e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400426189e+00
onshell_2b2tau_r0p4	2b2tau	0.4	baseline-plus-edges	23.5	1000.0	3.2091000000e+02	1.7062711226e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400875439e+00
onshell_2b2tau_r0p4	2b2tau	0.4	baseline-plus-edges	23.5	1000.0	4.3453000000e+02	1.8006073635e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402507260e+00
onshell_2b2tau_r0p4	2b2tau	0.4	baseline-plus-edges	23.5	1000.0	6.1108000000e+02	2.3761569117e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401313271e+00
onshell_2b2tau_r0p4	2b2tau	0.4	baseline-plus-edges	23.5	1000.0	8.2743000000e+02	3.5491843961e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402492579e+00
onshell_2b2tau_r0p4	2b2tau	0.4	baseline-plus-edges	23.5	1000.0	1.0000000000e+03	4.8342373641e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400484335e+00
onshell_2b2tau_r0p5	2b2tau	0.5	baseline-plus-edges	18.8	1000.0	1.8800000000e+01	3.2579438922e-26	7.6461115377e-27	1.0000000000e+00	1.9063587049e+00	6.8677163903e+01	3.8403428135e+00
onshell_2b2tau_r0p5	2b2tau	0.5	baseline-plus-edges	18.8	1000.0	2.4900000000e+01	6.6962273386e-26	1.3414535141e-26	1.0000000000e+00	1.9093139670e+00	6.9941551527e+01	3.8402877460e+00
onshell_2b2tau_r0p5	2b2tau	0.5	baseline-plus-edges	18.8	1000.0	3.4330000000e+01	5.3564093221e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400304102e+00
onshell_2b2tau_r0p5	2b2tau	0.5	baseline-plus-edges	18.8	1000.0	4.7330000000e+01	5.6664413272e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400452300e+00
onshell_2b2tau_r0p5	2b2tau	0.5	baseline-plus-edges	18.8	1000.0	6.5250000000e+01	1.1119169641e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401816297e+00
onshell_2b2tau_r0p5	2b2tau	0.5	baseline-plus-edges	18.8	1000.0	8.9960000000e+01	2.7856233980e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400652619e+00
onshell_2b2tau_r0p5	2b2tau	0.5	baseline-plus-edges	18.8	1000.0	1.2402000000e+02	5.3092223734e-25	1.5461202620e-26	1.0000000000e+00	1.9591682358e+00	7.1511088411e+01	3.8401454367e+00
onshell_2b2tau_r0p5	2b2tau	0.5	baseline-plus-edges	18.8	1000.0	1.7099000000e+02	3.8759842977e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401373966e+00
onshell_2b2tau_r0p5	2b2tau	0.5	baseline-plus-edges	18.8	1000.0	2.3573000000e+02	2.3681283842e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400360309e+00
onshell_2b2tau_r0p5	2b2tau	0.5	baseline-plus-edges	18.8	1000.0	3.2500000000e+02	1.8451804921e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401943829e+00
onshell_2b2tau_r0p5	2b2tau	0.5	baseline-plus-edges	18.8	1000.0	4.4807000000e+02	1.8154465370e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400356786e+00
onshell_2b2tau_r0p5	2b2tau	0.5	baseline-plus-edges	18.8	1000.0	6.1774000000e+02	2.3979701542e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400997449e+00
onshell_2b2tau_r0p5	2b2tau	0.5	baseline-plus-edges	18.8	1000.0	8.5167000000e+02	3.7125975584e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400116405e+00
onshell_2b2tau_r0p5	2b2tau	0.5	baseline-plus-edges	18.8	1000.0	1.0000000000e+03	4.7910732107e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401845644e+00
onshell_2b2tau_r0p6	2b2tau	0.6	baseline-plus-edges	15.67	1000.0	1.5670000000e+01	5.5042994579e-25	1.5641440828e-25	1.0000000000e+00	1.9570129715e+00	6.5263071608e+01	3.8404158672e+00
onshell_2b2tau_r0p6	2b2tau	0.6	baseline-plus-edges	15.67	1000.0	2.4860000000e+01	8.7524730462e-26	1.8195446229e-26	1.0000000000e+00	1.9070527963e+00	6.9727861673e+01	3.8400363866e+00
onshell_2b2tau_r0p6	2b2tau	0.6	baseline-plus-edges	15.67	1000.0	3.4790000000e+01	6.1277524175e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402476360e+00
onshell_2b2tau_r0p6	2b2tau	0.6	baseline-plus-edges	15.67	1000.0	4.6670000000e+01	6.4088045574e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401379193e+00
onshell_2b2tau_r0p6	2b2tau	0.6	baseline-plus-edges	15.67	1000.0	6.5300000000e+01	1.2212029338e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400385104e+00
onshell_2b2tau_r0p6	2b2tau	0.6	baseline-plus-edges	15.67	1000.0	9.1360000000e+01	3.1190056447e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401603658e+00
onshell_2b2tau_r0p6	2b2tau	0.6	baseline-plus-edges	15.67	1000.0	1.2257000000e+02	5.5492858780e-25	2.5705660049e-26	1.0000000000e+00	1.9303606741e+00	7.1472815185e+01	3.8400688639e+00
onshell_2b2tau_r0p6	2b2tau	0.6	baseline-plus-edges	15.67	1000.0	1.7149000000e+02	4.6469414780e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400125430e+00
onshell_2b2tau_r0p6	2b2tau	0.6	baseline-plus-edges	15.67	1000.0	2.3007000000e+02	2.8712946732e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400251562e+00
onshell_2b2tau_r0p6	2b2tau	0.6	baseline-plus-edges	15.67	1000.0	3.2190000000e+02	1.8922974690e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400319519e+00
onshell_2b2tau_r0p6	2b2tau	0.6	baseline-plus-edges	15.67	1000.0	4.5038000000e+02	1.7905800084e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402325526e+00
onshell_2b2tau_r0p6	2b2tau	0.6	baseline-plus-edges	15.67	1000.0	6.0424000000e+02	2.3299674437e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400006721e+00
onshell_2b2tau_r0p6	2b2tau	0.6	baseline-plus-edges	15.67	1000.0	8.4541000000e+02	3.6605062680e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402483238e+00
onshell_2b2tau_r0p6	2b2tau	0.6	baseline-plus-edges	15.67	1000.0	1.0000000000e+03	4.8510370388e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402434066e+00
onshell_2b2tau_r0p7	2b2tau	0.7	baseline-plus-edges	13.43	1000.0	1.3430000000e+01	8.1371666633e-26	2.2317780092e-26	1.0000000000e+00	1.9726145159e+00	6.6426605078e+01	3.8402435800e+00
onshell_2b2tau_r0p7	2b2tau	0.7	baseline-plus-edges	13.43	1000.0	2.4700000000e+01	8.7173694823e-26	1.9227860995e-26	1.0000000000e+00	1.9019154639e+00	6.9294717328e+01	3.8402731826e+00
onshell_2b2tau_r0p7	2b2tau	0.7	baseline-plus-edges	13.43	1000.0	3.5000000000e+01	7.1691804299e-26	1.5172220720e-27	1.0000000000e+00	1.9970861324e+00	7.1527226733e+01	3.8402233878e+00
onshell_2b2tau_r0p7	2b2tau	0.7	baseline-plus-edges	13.43	1000.0	4.7470000000e+01	7.2435203449e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401154675e+00
onshell_2b2tau_r0p7	2b2tau	0.7	baseline-plus-edges	13.43	1000.0	6.4380000000e+01	1.1682411570e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402434088e+00
onshell_2b2tau_r0p7	2b2tau	0.7	baseline-plus-edges	13.43	1000.0	9.1200000000e+01	2.8934882719e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401016546e+00
onshell_2b2tau_r0p7	2b2tau	0.7	baseline-plus-edges	13.43	1000.0	1.2370000000e+02	5.6923634034e-25	3.1318082872e-26	1.0000000000e+00	1.9171560077e+00	7.1445905440e+01	3.8400130720e+00
onshell_2b2tau_r0p7	2b2tau	0.7	baseline-plus-edges	13.43	1000.0	1.6778000000e+02	5.5238384400e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402009432e+00
onshell_2b2tau_r0p7	2b2tau	0.7	baseline-plus-edges	13.43	1000.0	2.3769000000e+02	3.2236465819e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401801188e+00
onshell_2b2tau_r0p7	2b2tau	0.7	baseline-plus-edges	13.43	1000.0	3.2238000000e+02	1.8280863406e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401356369e+00
onshell_2b2tau_r0p7	2b2tau	0.7	baseline-plus-edges	13.43	1000.0	4.3725000000e+02	1.7449619025e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400303762e+00
onshell_2b2tau_r0p7	2b2tau	0.7	baseline-plus-edges	13.43	1000.0	6.1945000000e+02	2.3959420253e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401807666e+00
onshell_2b2tau_r0p7	2b2tau	0.7	baseline-plus-edges	13.43	1000.0	8.4017000000e+02	3.6512262922e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401612608e+00
onshell_2b2tau_r0p7	2b2tau	0.7	baseline-plus-edges	13.43	1000.0	1.0000000000e+03	4.8154581931e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401701900e+00
onshell_2b2tau_r0p8	2b2tau	0.8	baseline-plus-edges	11.75	1000.0	1.1750000000e+01	3.0134716701e-25	8.4925991668e-26	1.0000000000e+00	1.9934148118e+00	6.6247695286e+01	3.8403101017e+00
onshell_2b2tau_r0p8	2b2tau	0.8	baseline-plus-edges	11.75	1000.0	2.5200000000e+01	8.9681089613e-26	2.0624382509e-26	1.0000000000e+00	1.9007873617e+00	6.8922973385e+01	3.8400543491e+00
onshell_2b2tau_r0p8	2b2tau	0.8	baseline-plus-edges	11.75	1000.0	3.4510000000e+01	8.4728981874e-26	9.1337564575e-27	1.0000000000e+00	1.9484104099e+00	7.1270051636e+01	3.8403812655e+00
onshell_2b2tau_r0p8	2b2tau	0.8	baseline-plus-edges	11.75	1000.0	4.7250000000e+01	7.5424886779e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402881398e+00
onshell_2b2tau_r0p8	2b2tau	0.8	baseline-plus-edges	11.75	1000.0	6.4690000000e+01	1.1052571461e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402468473e+00
onshell_2b2tau_r0p8	2b2tau	0.8	baseline-plus-edges	11.75	1000.0	8.8570000000e+01	2.2347742968e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400315871e+00
onshell_2b2tau_r0p8	2b2tau	0.8	baseline-plus-edges	11.75	1000.0	1.2127000000e+02	5.1497069983e-25	2.1560643782e-26	1.0000000000e+00	1.9435466658e+00	7.1487375104e+01	3.8402197005e+00
onshell_2b2tau_r0p8	2b2tau	0.8	baseline-plus-edges	11.75	1000.0	1.7366000000e+02	6.7738547086e-25	7.7514829859e-27	1.0000000000e+00	1.9877064477e+00	7.1530567431e+01	3.8400516648e+00
onshell_2b2tau_r0p8	2b2tau	0.8	baseline-plus-edges	11.75	1000.0	2.3778000000e+02	3.1108352333e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400907126e+00
onshell_2b2tau_r0p8	2b2tau	0.8	baseline-plus-edges	11.75	1000.0	3.2556000000e+02	1.7457002883e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402111284e+00
onshell_2b2tau_r0p8	2b2tau	0.8	baseline-plus-edges	11.75	1000.0	4.4576000000e+02	1.7668013925e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400508103e+00
onshell_2b2tau_r0p8	2b2tau	0.8	baseline-plus-edges	11.75	1000.0	6.1032000000e+02	2.3527497594e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401251080e+00
onshell_2b2tau_r0p8	2b2tau	0.8	baseline-plus-edges	11.75	1000.0	8.3564000000e+02	3.5851013347e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400744414e+00
onshell_2b2tau_r0p8	2b2tau	0.8	baseline-plus-edges	11.75	1000.0	1.0000000000e+03	4.8477544755e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401940627e+00
onshell_2b2tau_r0p9	2b2tau	0.9	baseline-plus-edges	10.44	1000.0	1.0440000000e+01	1.4716841551e-24	4.0600177081e-25	1.0000000000e+00	2.0041670816e+00	6.7019979308e+01	3.8403700790e+00
onshell_2b2tau_r0p9	2b2tau	0.9	baseline-plus-edges	10.44	1000.0	2.5070000000e+01	9.0217366230e-26	2.2449149435e-26	1.0000000000e+00	1.9019022043e+00	6.7965138594e+01	3.8400799739e+00
onshell_2b2tau_r0p9	2b2tau	0.9	baseline-plus-edges	10.44	1000.0	3.4610000000e+01	9.2120815196e-26	1.4257500952e-26	1.0000000000e+00	1.9252442538e+00	7.0830142843e+01	3.8402179653e+00
onshell_2b2tau_r0p9	2b2tau	0.9	baseline-plus-edges	10.44	1000.0	4.7780000000e+01	7.6634278006e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8403125418e+00
onshell_2b2tau_r0p9	2b2tau	0.9	baseline-plus-edges	10.44	1000.0	6.5970000000e+01	9.4199495720e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402626645e+00
onshell_2b2tau_r0p9	2b2tau	0.9	baseline-plus-edges	10.44	1000.0	9.1080000000e+01	1.9539635385e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400463941e+00
